"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"203414_at","203414_at","23531","MMD","monocyte to macrophage differentiation associated",0.12572652100418,10.202821125214,0.425642464760316,0.6744225903913,0.834337225226351,-6.04646334002943
"220444_at","220444_at","79230","ZNF557","zinc finger protein 557",-0.128268199623009,4.44047168942089,-0.424595108511099,0.675174852821672,0.835062885453062,-6.0469034015592
"212595_s_at","212595_s_at","9802","DAZAP2","DAZ associated protein 2",0.190328509611032,11.3460841947779,0.423818786083009,0.675732669310377,0.835395077538945,-6.04722889642696
"228719_at","228719_at","125150","ZSWIM7","zinc finger SWIM-type containing 7",-0.10943710222112,7.50633071995856,-0.423645685358843,0.67585707455359,0.835395077538945,-6.04730139387381
"236475_at","236475_at","9645","MICAL2","microtubule associated monooxygenase, calponin and LIM domain containing 2",0.135436821502494,6.23541932714714,0.423304913751098,0.6761020103074,0.835395077538945,-6.04744402955542
"224478_s_at","224478_s_at","84310","C7orf50","chromosome 7 open reading frame 50",-0.0943338233880171,7.16142781338718,-0.423197575955366,0.676179168873076,0.835395077538945,-6.04748893421644
"233229_at","233229_at","23256","SCFD1","sec1 family domain containing 1",-0.190827558011701,6.40327081288038,-0.423068156213708,0.676272205626765,0.835395077538945,-6.04754306194548
"211908_x_at","211908_x_at","50802","IGK","immunoglobulin kappa locus",0.152037087706793,6.79259351089855,0.422533244368627,0.676656796932117,0.83566534097963,-6.04776660751849
"206184_at","206184_at","1399","CRKL","CRK like proto-oncogene, adaptor protein",0.160133609884594,5.94470810700139,0.421931729551929,0.677089382102124,0.835994729494048,-6.04801765494842
"238722_x_at","238722_x_at","222236","NAPEPLD","N-acyl phosphatidylethanolamine phospholipase D",-0.133202098090349,7.03854854251979,-0.421607795342843,0.677322389656464,0.83607760075155,-6.04815270598004
"222748_s_at","222748_s_at","54957","TXNL4B","thioredoxin like 4B",0.0913066187233209,5.64801044134417,0.420435345901243,0.678166014183125,0.836913984202486,-6.04864065762002
"232055_at","232055_at","94081","SFXN1","sideroflexin 1",-0.100734454849029,7.45804379405036,-0.41931684277868,0.678971223981532,0.837337298439878,-6.04910491200034
"204095_s_at","204095_s_at","8178","ELL","elongation factor for RNA polymerase II",0.0892312596123608,6.19320719080755,0.419226779499463,0.679036077530597,0.837337298439878,-6.049142241423
"233811_at","233811_at","54453","RIN2","Ras and Rab interactor 2",0.127559193396521,5.32333719266999,0.419039031237803,0.679171281090442,0.837337298439878,-6.04922003394922
"49452_at","49452_at","32","ACACB","acetyl-CoA carboxylase beta",-0.119989262882993,6.70689297254575,-0.418956757418747,0.67923053258738,0.837337298439878,-6.04925411288023
"1552417_a_at","1552417_a_at","121441","NEDD1","NEDD1 gamma-tubulin ring complex targeting factor",0.10802577976551,5.6666020848232,0.418805145898054,0.679339724865211,0.837337298439878,-6.04931689518422
"232094_at","232094_at","79768","KATNBL1","katanin regulatory subunit B1 like 1",-0.19021517742271,6.1998166718796,-0.417522268912158,0.680263954381183,0.838196943468636,-6.04984723940233
"227188_at","227188_at","59271","EVA1C","eva-1 homolog C",-0.0935228285939154,5.95977789724873,-0.417375421866138,0.680369780898847,0.838196943468636,-6.0499078441956
"205078_at","205078_at","5281","PIGF","phosphatidylinositol glycan anchor biosynthesis class F",0.121145243061752,7.08837823310787,0.416051521214166,0.681324163973144,0.839167591990382,-6.05045328013032
"1560445_x_at","1560445_x_at","9138","ARHGEF1","Rho guanine nucleotide exchange factor 1",-0.11814167457933,7.23543617951138,-0.414643837977971,0.682339542704166,0.840212874475689,-6.0510313633568
"209860_s_at","209860_s_at","310","ANXA7","annexin A7",0.109247471587835,10.345679382964,0.414200420106938,0.682659512670595,0.840401549550513,-6.05121305929133
"222563_s_at","222563_s_at","80351","TNKS2","tankyrase 2",0.104643449384479,6.75588679913236,0.413587959491457,0.683101563922275,0.840668723515262,-6.05146370793668
"226975_at","226975_at","55599","RNPC3","RNA binding region (RNP1, RRM) containing 3",0.139577471047499,9.58213974361214,0.41343755615649,0.683210137206055,0.840668723515262,-6.05152520446338
"210362_x_at","210362_x_at","5371","PML","PML nuclear body scaffold",-0.0856084379055213,6.2196371309981,-0.412910230996647,0.68359085840289,0.840728005959127,-6.05174064191416
"218556_at","218556_at","29095","ORMDL2","ORMDL sphingolipid biosynthesis regulator 2",0.115205834000824,8.63768796410316,0.412908735601924,0.683591938178671,0.840728005959127,-6.05174125246935
"227787_s_at","227787_s_at","90390","MED30","mediator complex subunit 30",0.142469229162415,7.35854468448644,0.412182415887843,0.684116471623476,0.841017268088288,-6.05203754453737
"215044_s_at","215044_s_at","10254","STAM2","signal transducing adaptor molecule 2",0.0972462461049943,5.34210590957367,0.412120944010791,0.684160872849599,0.841017268088288,-6.05206259757196
"206167_s_at","206167_s_at","395","ARHGAP6","Rho GTPase activating protein 6",-0.154756517936477,5.41518390682785,-0.411201521854746,0.68482511189096,0.841628520831611,-6.05243687172728
"215070_x_at","215070_x_at","23637","RABGAP1","RAB GTPase activating protein 1",-0.106941009534704,5.16978285258654,-0.410646878678644,0.685225941322882,0.841915832342108,-6.05266225541543
"239186_at","239186_at","221756","SERPINB9P1","serpin family B member 9 pseudogene 1",-0.0963299059180551,6.3455898173951,-0.410098399486143,0.685622409258328,0.842197646273939,-6.05288483982667
"214768_x_at","214768_x_at","3514","IGKC","immunoglobulin kappa constant",0.173398154112212,7.79991122687848,0.409815340557697,0.68582705445748,0.842243751088133,-6.05299959653254
"206393_at","206393_at","7136","TNNI2","troponin I2, fast skeletal type",-0.0852186933957437,6.3855412472217,-0.408806763575822,0.68655643279665,0.84273250539012,-6.05340785593704
"242622_x_at","242622_x_at","5728","PTEN","phosphatase and tensin homolog",0.15796088413901,5.56630856159523,0.408802581579653,0.686559457764252,0.84273250539012,-6.05340954669517
"221142_s_at","221142_s_at","55825","PECR","peroxisomal trans-2-enoyl-CoA reductase",0.104226226989665,6.31811370179088,0.408093892987183,0.687072151624572,0.843156475331835,-6.05369581965214
"202638_s_at","202638_s_at","3383","ICAM1","intercellular adhesion molecule 1",-0.108447007480141,6.36250488067428,-0.406688301702553,0.688089467666856,0.843898503092911,-6.05426215774054
"228286_at","228286_at","348654","GEN1","GEN1 Holliday junction 5' flap endonuclease",-0.10473470965656,4.4406839422461,-0.406312125989513,0.688361832403946,0.843898503092911,-6.054413399351
"232722_at","232722_at","8635","RNASET2","ribonuclease T2",-0.143977492499837,7.97985626237067,-0.405885122390962,0.688671050669347,0.843898503092911,-6.05458490932198
"208909_at","208909_at","7386","UQCRFS1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",0.109880417055937,11.014539097436,0.405774372095076,0.688751260510982,0.843898503092911,-6.05462936420599
"202016_at","202016_at","4232","MEST","mesoderm specific transcript",-0.0915835096954014,7.05474245693308,-0.405497696575066,0.688951656439029,0.843898503092911,-6.05474036884547
"1554417_s_at","1554417_s_at","51107","APH1A","aph-1 homolog A, gamma-secretase subunit",-0.157099639807842,7.41790542256238,-0.405451496236249,0.688985121591225,0.843898503092911,-6.05475889756086
"232931_at","232931_at","23020","SNRNP200","small nuclear ribonucleoprotein U5 subunit 200",-0.089686203735786,8.97967493250949,-0.405432893429736,0.688998596692236,0.843898503092911,-6.05476635765728
"227474_at","227474_at","654433","PAX8-AS1","PAX8 antisense RNA 1",-0.21184671249218,7.99577163257077,-0.405408402112576,0.689016337346692,0.843898503092911,-6.0547761786499
"216042_at","216042_at","8718","TNFRSF25","TNF receptor superfamily member 25",-0.0916674811284981,7.43894901291324,-0.404760797964289,0.689485505409159,0.844267965807133,-6.05503565525436
"218176_at","218176_at","64110","MAGEF1","MAGE family member F1",0.0869642755069,6.82331133816957,0.404304922951557,0.689815848476897,0.844467300540092,-6.05521806642225
"219957_at","219957_at","55680","RUFY2","RUN and FYVE domain containing 2",-0.142721069633197,9.28670611258098,-0.403697663840733,0.690255987857108,0.844800917629874,-6.05546073707731
"218129_s_at","218129_s_at","4801","NFYB","nuclear transcription factor Y subunit beta",0.101853535200532,6.41474508102397,0.403178472653688,0.690632384646581,0.845056377426261,-6.05566792946554
"217821_s_at","217821_s_at","51729","WBP11","WW domain binding protein 11",0.109449720289746,8.64358848900174,0.402904109362796,0.690831322150494,0.845094627096721,-6.05577731290777
"227658_s_at","227658_s_at","65977","PLEKHA3","pleckstrin homology domain containing A3",0.0924017011230092,5.859441911672,0.401930115484754,0.691537737442477,0.845753505632149,-6.05616503344879
"215201_at","215201_at","85021","REPS1","RALBP1 associated Eps domain containing 1",-0.116151762131507,7.02342607432105,-0.401346658581217,0.691961042701645,0.845796828672197,-6.05639684908615
"1557053_s_at","1557053_s_at","7327","UBE2G2","ubiquitin conjugating enzyme E2 G2",-0.0913351698596827,8.53948893177705,-0.40131816311564,0.691981719151596,0.845796828672197,-6.0564081622392
"222514_at","222514_at","64121","RRAGC","Ras related GTP binding C",0.097576131808168,8.50527160128695,0.401187390709227,0.692076611397647,0.845796828672197,-6.05646007081611
"209290_s_at","209290_s_at","4781","NFIB","nuclear factor I B",-0.117579052622227,3.96378172699788,-0.400904847650694,0.692281650452736,0.845842307462252,-6.05657216607618
"232431_at","232431_at","2908","NR3C1","nuclear receptor subfamily 3 group C member 1",-0.140041609951895,8.83855959365375,-0.400360196333983,0.692676967167766,0.84612019256557,-6.05678802982326
"202198_s_at","202198_s_at","8897","MTMR3","myotubularin related protein 3",0.113639604989284,5.99667285714077,0.400028955222186,0.692917431043936,0.846208832677838,-6.05691917050446
"219864_s_at","219864_s_at","11123","RCAN3","RCAN family member 3",-0.114098493596207,6.06963661375635,-0.399199337578649,0.693519835442392,0.846576578208017,-6.05724715262268
"244154_at","244154_at","80821","DDHD1","DDHD domain containing 1",-0.130417143302728,6.83938135110167,-0.399067709321289,0.693615432771499,0.846576578208017,-6.05729912904601
"222768_s_at","222768_s_at","51605","TRMT6","tRNA methyltransferase 6",0.0885888224248852,7.96288597852022,0.398907221218563,0.693731997115726,0.846576578208017,-6.05736247858979
"224564_s_at","224564_s_at","10313","RTN3","reticulon 3",0.110613180825242,9.43776038088501,0.398689083627223,0.693890445352642,0.846576578208017,-6.05744854388916
"202895_s_at","202895_s_at","140885","SIRPA","signal regulatory protein alpha",0.113920405277665,6.12502997196421,0.396566257097104,0.695433144704504,0.84808037015829,-6.05828367421838
"210077_s_at","210077_s_at","6430","SRSF5","serine and arginine rich splicing factor 5",0.159053557649693,6.48364762358457,0.39652992800014,0.69545955751274,0.84808037015829,-6.0582979280255
"236999_at","236999_at","23398","PPWD1","peptidylprolyl isomerase domain and WD repeat containing 1",-0.125265437126929,4.3873744988423,-0.396294183881612,0.695630963164925,0.848084193118341,-6.05839039151916
"222848_at","222848_at","64105","CENPK","centromere protein K",-0.148788630816917,6.21932608012523,-0.395187581056189,0.696435777655993,0.848860053055914,-6.05882369876768
"226062_x_at","226062_x_at","55793","MINDY1","MINDY lysine 48 deubiquitinase 1",0.134698564376766,9.25105560794517,0.39445670552468,0.696967532008695,0.849302795291059,-6.05910922945594
"201702_s_at","201702_s_at","5514","PPP1R10","protein phosphatase 1 regulatory subunit 10",-0.130047880748597,7.89969442993212,-0.39351997729221,0.697649288674194,0.849677013463349,-6.05947441877789
"204415_at","204415_at","2537","IFI6","interferon alpha inducible protein 6",-0.106893422143602,7.94982240260677,-0.393392931480718,0.697741773502975,0.849677013463349,-6.05952388247122
"1557293_at","1557293_at","440993","MIR570HG","MIR570 host gene",0.140494388276949,7.86995086914655,0.392899897157675,0.698100730343968,0.849677013463349,-6.05971569010638
"217927_at","217927_at","28972","SPCS1","signal peptidase complex subunit 1",0.104213279160003,11.1232678393791,0.392750077854547,0.698209821556198,0.849677013463349,-6.05977392809623
"230967_s_at","230967_s_at","7874","USP7","ubiquitin specific peptidase 7",-0.126970516508043,6.22086575903792,-0.392699773446929,0.698246452300388,0.849677013463349,-6.05979347759308
"205396_at","205396_at","4088","SMAD3","SMAD family member 3",-0.0977526453600079,5.84949681044153,-0.392645260101893,0.698286148762935,0.849677013463349,-6.05981465999696
"222873_s_at","222873_s_at","79813","EHMT1","euchromatic histone lysine methyltransferase 1",0.110391140659517,6.1918601660666,0.3916028263499,0.699045415530704,0.850033952745319,-6.06021916369157
"232053_x_at","232053_x_at","57414","RHBDD2","rhomboid domain containing 2",-0.102262067338522,7.68653724954858,-0.391587819271039,0.699056348432786,0.850033952745319,-6.06022497926514
"203520_s_at","203520_s_at","24149","ZNF318","zinc finger protein 318",-0.0977628594878404,7.52658148544882,-0.391547855358566,0.699085463120902,0.850033952745319,-6.06024046508981
"202503_s_at","202503_s_at","9768","PCLAF","PCNA clamp associated factor",0.138256285723505,7.32667485687241,0.391087398027388,0.69942095163959,0.850236757420052,-6.06041877770391
"218992_at","218992_at","55848","PLGRKT","plasminogen receptor with a C-terminal lysine",0.110423987010063,7.59452987075202,0.390388638456675,0.699930186533887,0.850650624579404,-6.06068897799724
"232444_at","232444_at","387119","CEP85L","centrosomal protein 85 like",-0.0926351300030808,4.24399977492666,-0.388803169446938,0.701086162757775,0.851850110968946,-6.0613002893038
"204374_s_at","204374_s_at","2584","GALK1","galactokinase 1",0.0912140223233626,5.83281934851703,0.387574151156526,0.701982757338106,0.852582912257593,-6.06177247572623
"218172_s_at","218172_s_at","79139","DERL1","derlin 1",-0.0908955733924035,8.09102205825937,-0.387512703407144,0.702027596402582,0.852582912257593,-6.06179604513745
"236288_at","236288_at","80196","RNF34","ring finger protein 34",-0.115171347197403,6.70419983276905,-0.387194218696545,0.702260015770712,0.852659715606936,-6.06191814674057
"1556820_a_at","1556820_a_at","8847","DLEU2","deleted in lymphocytic leukemia 2",-0.177585884019251,6.57587768433722,-0.38644395247365,0.702807652199709,0.85311911538693,-6.06220539469415
"1553693_s_at","1553693_s_at","84869","CBR4","carbonyl reductase 4",-0.121668894521827,7.23037792387769,-0.385235137716803,0.703690340176721,0.853871735079614,-6.06266704737423
"218164_at","218164_at","64847","SPATA20","spermatogenesis associated 20",-0.126345082544633,7.65419999751046,-0.385130859038443,0.70376650546046,0.853871735079614,-6.06270680511402
"202019_s_at","202019_s_at","10314","LANCL1","LanC like 1",0.0955156717784043,6.3654787444685,0.384796363168598,0.704010843101578,0.853962611126824,-6.06283426481522
"235540_at","235540_at","2796","GNRH1","gonadotropin releasing hormone 1",-0.0854749425453862,5.30359538761437,-0.38450063338774,0.704226890641912,0.854019135908383,-6.06294686171609
"1554148_a_at","1554148_a_at","9197","SLC33A1","solute carrier family 33 member 1",0.120984045425836,6.98998493431561,0.383174794763666,0.705195804817539,0.854719737457568,-6.06345061532282
"1569652_at","1569652_at","4300","MLLT3","MLLT3 super elongation complex subunit",-0.139486009662042,7.64288561901134,-0.383126655144696,0.705230994557464,0.854719737457568,-6.0634688737248
"222682_s_at","222682_s_at","10827","FAM114A2","family with sequence similarity 114 member A2",-0.0920029221778558,7.09151974758145,-0.382750645416721,0.705505878328185,0.854719737457568,-6.06361140888708
"209861_s_at","209861_s_at","10988","METAP2","methionyl aminopeptidase 2",0.0902499908154883,9.06358578924647,0.382710901183169,0.705534935946525,0.854719737457568,-6.06362646678826
"202438_x_at","202438_x_at","3423","IDS","iduronate 2-sulfatase",0.15269115740223,5.80284889859292,0.382550044864866,0.70565254515098,0.854719737457568,-6.06368739468078
"238600_at","238600_at","152789","JAKMIP1","janus kinase and microtubule interacting protein 1",-0.131860702415857,5.94573806311353,-0.381796373482718,0.706203687794285,0.855181784354444,-6.06397252787071
"200897_s_at","200897_s_at","23022","PALLD","palladin, cytoskeletal associated protein",0.118589217212572,6.97852558771774,0.381491879460373,0.706426404011243,0.855245994767394,-6.06408756843247
"1569352_at","1569352_at","57600","FNIP2","folliculin interacting protein 2",-0.096914207228461,4.6415292804918,-0.381018623944293,0.70677261082507,0.85545964422631,-6.06426618886047
"205267_at","205267_at","5450","POU2AF1","POU class 2 homeobox associating factor 1",-0.100809001104105,9.73660122419188,-0.379525800463315,0.707865099805691,0.856253695502528,-6.0648281906562
"217497_at","217497_at","1890","TYMP","thymidine phosphorylase",0.123734618649355,8.73938797152231,0.379444536812576,0.707924589225949,0.856253695502528,-6.06485872143128
"204529_s_at","204529_s_at","9760","TOX","thymocyte selection associated high mobility group box",-0.122179046177678,6.88291388240238,-0.379425776256368,0.70793832324584,0.856253695502528,-6.0648657688607
"229390_at","229390_at","441168","CALHM6","calcium homeostasis modulator family member 6",0.172234482213312,9.94342007916232,0.378232900971831,0.708811798312876,0.857104477806357,-6.06531316819858
"219927_at","219927_at","51077","FCF1","FCF1 rRNA-processing protein",-0.124904002619886,5.03739187093632,-0.377174512955997,0.709587138553332,0.857461534378703,-6.06570896290727
"204825_at","204825_at","9833","MELK","maternal embryonic leucine zipper kinase",-0.089749184454849,4.82473529499129,-0.376623848507235,0.709990664345525,0.857461534378703,-6.06591445649404
"237426_at","237426_at","6672","SP100","SP100 nuclear antigen",0.114578065027272,6.48128234659792,0.376425940891969,0.710135711873283,0.857461534378703,-6.06598823806803
"233333_x_at","233333_x_at","10677","AVIL","advillin",-0.0958405471034087,6.89896032604257,-0.376114233580543,0.710364186538347,0.857461534378703,-6.06610436748786
"202293_at","202293_at","10274","STAG1","stromal antigen 1",0.0854685095425474,7.46621083523881,0.375872324176106,0.710541520023395,0.857461534378703,-6.06619442762343
"207008_at","207008_at","3579","CXCR2","C-X-C motif chemokine receptor 2",0.100394058280178,7.71904341001195,0.375796987225646,0.710596749752788,0.857461534378703,-6.06622246304057
"216527_at","216527_at","414777","HCG18","HLA complex group 18",-0.18039326469907,5.91209048694643,-0.375774075597724,0.710613546653277,0.857461534378703,-6.06623098812929
"1553530_a_at","1553530_a_at","3688","ITGB1","integrin subunit beta 1",0.173437294116782,9.61927444253637,0.375761359881423,0.710622868823932,0.857461534378703,-6.06623571924393
"212975_at","212975_at","22898","DENND3","DENN domain containing 3",-0.0837992414478244,8.17210543522941,-0.37574036635225,0.710638259742033,0.857461534378703,-6.06624352992435
"204103_at","204103_at","6351","CCL4","C-C motif chemokine ligand 4",0.167948816471338,8.61471338516987,0.373508452029123,0.712275253581345,0.859231038307798,-6.06707146064905
"201735_s_at","201735_s_at","1182","CLCN3","chloride voltage-gated channel 3",0.0843840034679442,8.08785667582319,0.37270387075379,0.712865720295454,0.85973755211512,-6.06736872690502
"222511_x_at","222511_x_at","11124","FAF1","Fas associated factor 1",0.151563241249403,5.3319171383394,0.372333916962023,0.713137283985083,0.859859308919813,-6.06750520026103
"225125_at","225125_at","93380","MMGT1","membrane magnesium transporter 1",0.103056166064428,9.33457120185684,0.370917062959154,0.714177681154605,0.860907800291607,-6.06802663030054
"222593_s_at","222593_s_at","65244","SPATS2","spermatogenesis associated serine rich 2",0.0938048776415554,6.7229361745838,0.370640362162533,0.714380929127657,0.860946887327449,-6.06812823254718
"204162_at","204162_at","10403","NDC80","NDC80 kinetochore complex component",0.118784143902095,5.11038739762227,0.370399590500326,0.714557803301836,0.860954178494204,-6.06821658100389
"205370_x_at","205370_x_at","1629","DBT","dihydrolipoamide branched chain transacylase E2",-0.109263924474249,10.8700589103535,-0.369894930759192,0.714928586416023,0.861195046734406,-6.06840157631584
"205098_at","205098_at","1230","CCR1","C-C motif chemokine receptor 1",0.129979328623913,9.14934272258721,0.369628131505432,0.715124637949939,0.861225370434336,-6.06849927744959
"219284_at","219284_at","79663","HSPBAP1","HSPB1 associated protein 1",-0.113610745427307,8.80940259622298,-0.368024647507797,0.716303345163633,0.862343701809419,-6.0690850024608
"1555705_a_at","1555705_a_at","123920","CMTM3","CKLF like MARVEL transmembrane domain containing 3",0.0830189133661694,8.84563531731618,0.367899388711572,0.716395452276992,0.862343701809419,-6.06913065145424
"218859_s_at","218859_s_at","51575","ESF1","ESF1 nucleolar pre-rRNA processing protein homolog",-0.124078781729141,8.12010621258104,-0.36683989049582,0.717174714030651,0.863075587085597,-6.06951615842193
"213129_s_at","213129_s_at","2653","GCSH","glycine cleavage system protein H",0.0911627572282869,6.67559815524039,0.366518117081802,0.717411440930538,0.863154371518241,-6.06963302091529
"243612_at","243612_at","64324","NSD1","nuclear receptor binding SET domain protein 1",-0.0943379720340332,6.08837426438258,-0.366036208111207,0.717766032879096,0.863346624118411,-6.06980785243205
"221417_x_at","221417_x_at","53637","S1PR5","sphingosine-1-phosphate receptor 5",-0.134657533895421,5.77390831083859,-0.365709210432057,0.718006677024435,0.863346624118411,-6.06992635438832
"204186_s_at","204186_s_at","5481","PPID","peptidylprolyl isomerase D",0.123722692116456,8.31722975232401,0.365390677473971,0.718241120545525,0.863346624118411,-6.07004168820937
"238860_at","238860_at","221443","OARD1","O-acyl-ADP-ribose deacylase 1",-0.0909748210327628,8.14712291124089,-0.36536988152156,0.718256427565178,0.863346624118411,-6.07004921451758
"205936_s_at","205936_s_at","3101","HK3","hexokinase 3",0.10632366101737,10.1492477697398,0.365128745871911,0.718433926119942,0.863354074307227,-6.07013645354914
"223441_at","223441_at","26503","SLC17A5","solute carrier family 17 member 5",0.0912495997433691,6.99680513640311,0.364537562958281,0.718869161085174,0.863504539202162,-6.07035009341207
"235913_at","235913_at","400713","ZNF880","zinc finger protein 880",0.0854855589447698,6.65232371266712,0.364493241484177,0.718901794938943,0.863504539202162,-6.07036609639215
"212272_at","212272_at","23175","LPIN1","lipin 1",0.118451748051797,6.83219157545346,0.36394283276331,0.719307105884273,0.863650812772552,-6.07056467017084
"225177_at","225177_at","80223","RAB11FIP1","RAB11 family interacting protein 1",-0.0908609028619978,9.1054223511678,-0.363606140152539,0.719555081755932,0.863650812772552,-6.07068599437893
"216627_s_at","216627_s_at","2683","B4GALT1","beta-1,4-galactosyltransferase 1",0.111756304877423,4.37876017035411,0.363417536004365,0.719694003477318,0.863650812772552,-6.07075390774986
"1556950_s_at","1556950_s_at","5269","SERPINB6","serpin family B member 6",-0.112366357560245,6.02475598827041,-0.363397162644495,0.719709010643794,0.863650812772552,-6.07076124179164
"229238_at","229238_at","400566","C17orf97","chromosome 17 open reading frame 97",-0.119232061879897,6.52306823994183,-0.363062512258596,0.719955533084124,0.863740987084976,-6.07088165176471
"231801_at","231801_at","4773","NFATC2","nuclear factor of activated T cells 2",-0.102012493686578,5.51810023253388,-0.362495754823897,0.720373109668223,0.863849632362948,-6.07108532582552
"1556319_at","1556319_at","54765","TRIM44","tripartite motif containing 44",-0.0932407840621687,6.23545023459351,-0.362148026392132,0.720629353772174,0.863849632362948,-6.07121013245272
"236019_at","236019_at","201475","RAB12","RAB12, member RAS oncogene family",-0.105851885617664,9.27370434051731,-0.361750070635867,0.72092265195007,0.863849632362948,-6.07135282146645
"200818_at","200818_at","539","ATP5PO","ATP synthase peripheral stalk subunit OSCP",0.075593416732568,11.1149476398517,0.361629455334424,0.721011555539287,0.863849632362948,-6.0713960380774
"228123_s_at","228123_s_at","26090","ABHD12","abhydrolase domain containing 12, lysophospholipase",0.0847155855000352,7.71611923933731,0.361273259507939,0.721274125228979,0.863849632362948,-6.07152358037578
"225304_s_at","225304_s_at","126328","NDUFA11","NADH:ubiquinone oxidoreductase subunit A11",0.0959889180078957,9.42027187236197,0.361269515261491,0.72127688548601,0.863849632362948,-6.07152492041085
"230214_at","230214_at","10335","IRAG1","inositol 1,4,5-triphosphate receptor associated 1",-0.118232611051612,5.8044771929096,-0.361196343309379,0.721330828599039,0.863849632362948,-6.07155110529788
"223915_at","223915_at","54880","BCOR","BCL6 corepressor",0.131476175521995,5.87553919805977,0.360800680028757,0.721622541267242,0.863849632362948,-6.07169260427353
"220773_s_at","220773_s_at","10243","GPHN","gephyrin",0.0903793618319764,5.10070733233133,0.360418947966207,0.721904023790352,0.863849632362948,-6.07182897588208
"241472_at","241472_at","1657","DMXL1","Dmx like 1",-0.115969588890566,6.74190673911499,-0.360312605929621,0.721982445706663,0.863849632362948,-6.07186694057035
"1553219_a_at","1553219_a_at","9949","AMMECR1","AMMECR nuclear protein 1",-0.112165067785055,5.06620448221078,-0.359857929179521,0.722317782183398,0.863849632362948,-6.07202913782215
"200693_at","200693_at","10971","YWHAQ","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta",0.116485742389344,10.6490058287648,0.359541333792832,0.722551313556576,0.863849632362948,-6.07214195768146
"224151_s_at","224151_s_at","50808","AK3","adenylate kinase 3",0.0770173447935001,6.40691137548459,0.359098992469953,0.72287764558087,0.863849632362948,-6.07229942323737
"229532_at","229532_at","91392","ZNF502","zinc finger protein 502",0.0909776500455912,5.01948731568626,0.358971769627817,0.722971512684174,0.863849632362948,-6.07234467681618
"236808_at","236808_at","26127","FGFR1OP2","FGFR1 oncogene partner 2",0.131985772724144,5.71355674427065,0.358839491897125,0.723069114088582,0.863849632362948,-6.07239171163456
"212361_s_at","212361_s_at","488","ATP2A2","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2",0.0855974223227278,8.99582664071266,0.358774454793783,0.723117103617939,0.863849632362948,-6.07241483100237
"224427_s_at","224427_s_at","64895","PAPOLG","poly(A) polymerase gamma",0.0834204508691538,6.42484123703002,0.358672840620982,0.72319208493605,0.863849632362948,-6.07245094448615
"208591_s_at","208591_s_at","5140","PDE3B","phosphodiesterase 3B",0.112582975025564,7.50914471131467,0.358608218720319,0.723239771052995,0.863849632362948,-6.07247390572877
"209471_s_at","209471_s_at","2339","FNTA","farnesyltransferase, CAAX box, alpha",0.081090478183361,9.84191126504713,0.35852298572511,0.723302668367389,0.863849632362948,-6.07250418418646
"218498_s_at","218498_s_at","30001","ERO1A","endoplasmic reticulum oxidoreductase 1 alpha",0.0916235195116872,7.45857493882428,0.358149449391104,0.723578341403741,0.863866034221525,-6.07263679661894
"242121_at","242121_at","100302692","FTX","FTX transcript, XIST regulator",0.151078628719247,9.62183839104829,0.358039888367354,0.723659205651444,0.863866034221525,-6.07267566693797
"228097_at","228097_at","29116","MYLIP","myosin regulatory light chain interacting protein",-0.0997245757207406,8.14248438014474,-0.357079860647414,0.724367918891843,0.864507296048991,-6.07301576520323
"1405_i_at","1405_i_at","6352","CCL5","C-C motif chemokine ligand 5",-0.118474917330534,11.432244289175,-0.356347781191353,0.72490852543402,0.864768597843168,-6.07327450437887
"220352_x_at","220352_x_at","645644","FLJ42627","uncharacterized LOC645644",-0.0974304511071633,7.25081802165473,-0.356279336695728,0.724959075995487,0.864768597843168,-6.07329866792437
"225772_s_at","225772_s_at","84987","COX14","cytochrome c oxidase assembly factor COX14",0.0864592467234946,8.74307657178687,0.356086363056892,0.725101606048656,0.864768597843168,-6.07336677036041
"210279_at","210279_at","2841","GPR18","G protein-coupled receptor 18",0.116618487009795,7.94682329718586,0.353794315742558,0.726795285617423,0.866583449139297,-6.07417286931127
"221643_s_at","221643_s_at","473","RERE","arginine-glutamic acid dipeptide repeats",0.112918327939608,5.91336373710482,0.352130430046989,0.728025687635528,0.86775408947808,-6.07475482446234
"211300_s_at","211300_s_at","7157","TP53","tumor protein p53",-0.116086731794889,7.25752775996841,-0.352000989172753,0.728121437381508,0.86775408947808,-6.07479998358794
"218400_at","218400_at","4940","OAS3","2'-5'-oligoadenylate synthetase 3",0.0846339432785239,8.80798855432426,0.351014280891424,0.728851472115362,0.868392500880646,-6.07514368537894
"215071_s_at","215071_s_at","8334","H2AC6","H2A clustered histone 6",-0.124136647837219,10.5171493791346,-0.350655086577389,0.729117294064235,0.868392500880646,-6.07526856735269
"208610_s_at","208610_s_at","23524","SRRM2","serine/arginine repetitive matrix 2",0.157831786721104,10.9339309708616,0.350250706795471,0.729416597165542,0.868392500880646,-6.0754090078173
"203989_x_at","203989_x_at","2149","F2R","coagulation factor II thrombin receptor",0.118342811641477,6.74237856764316,0.350226867853813,0.729434243016252,0.868392500880646,-6.07541728204375
